WP, 17, 2013091712, 03, HWRF, 090, 223N, 1222E, 102,  938, XX,  50, NEQ, 0107, 0110, 0091, 0158,    0,    0,  46
WP, 17, 2013091712, 03, HWRF, 090, 223N, 1222E, 102,  938, XX,  64, NEQ, 0077, 0067, 0073, 0074,    0,    0,  46
WP, 17, 2013091712, 03, HWRF, 096, 225N, 1214E,  84,  945, XX,  34, NEQ, 0179, 0219, 0231, 0238,    0,    0,  38
WP, 17, 2013091712, 03, HWRF, 096, 225N, 1214E,  84,  945, XX,  50, NEQ, 0117, 0113, 0117, 0147,    0,    0,  38
WP, 17, 2013091712, 03, HWRF, 096, 225N, 1214E,  84,  945, XX,  64, NEQ, 0066, 0057, 0079, 0094,    0,    0,  38
WP, 17, 2013091712, 03, HWRF, 102, 226N, 1207E,  84,  954, XX,  34, NEQ, 0198, 0235, 0186, 0212,    0,    0,  40
WP, 17, 2013091712, 03, HWRF, 102, 226N, 1207E,  84,  954, XX,  50, NEQ, 0151, 0090, 0118, 0151,    0,    0,  40
WP, 17, 2013091712, 03, HWRF, 102, 226N, 1207E,  84,  954, XX,  64, NEQ, 0106, 0064, 0078, 0087,    0,    0,  40
WP, 17, 2013091712, 03, HWRF, 108, 229N, 1202E,  82,  956, XX,  34, NEQ, 0182, 0183, 0183, 0187,    0,    0,  61
WP, 17, 2013091712, 03, HWRF, 108, 229N, 1202E,  82,  956, XX,  50, NEQ, 0137, 0090, 0099, 0131,    0,    0,  61
WP, 17, 2013091712, 03, HWRF, 108, 229N, 1202E,  82,  956, XX,  64, NEQ, 0098, 0069, 0076, 0098,    0,    0,  61
WP, 17, 2013091712, 03, HWRF, 114, 231N, 1198E,  83,  958, XX,  34, NEQ, 0187, 0202, 0161, 0173,    0,    0,  40
WP, 17, 2013091712, 03, HWRF, 114, 231N, 1198E,  83,  958, XX,  50, NEQ, 0141, 0088, 0096, 0134,    0,    0,  40
WP, 17, 2013091712, 03, HWRF, 114, 231N, 1198E,  83,  958, XX,  64, NEQ, 0103, 0068, 0074, 0100,    0,    0,  40
WP, 17, 2013091712, 03, HWRF, 120, 236N, 1196E,  77,  962, XX,  34, NEQ, 0180, 0159, 0148, 0156,    0,    0,  37
WP, 17, 2013091712, 03, HWRF, 120, 236N, 1196E,  77,  962, XX,  50, NEQ, 0120, 0085, 0097, 0113,    0,    0,  37
WP, 17, 2013091712, 03, HWRF, 120, 236N, 1196E,  77,  962, XX,  64, NEQ, 0000, 0060, 0068, 0000,    0,    0,  37
WP, 17, 2013091712, 03, HWRF, 126, 240N, 1189E,  70,  960, XX,  34, NEQ, 0198, 0179, 0143, 0087,    0,    0,  38
WP, 17, 2013091712, 03, HWRF, 126, 240N, 1189E,  70,  960, XX,  50, NEQ, 0073, 0077, 0080, 0067,    0,    0,  38
WP, 17, 2013091712, 03, HWRF, 126, 240N, 1189E,  70,  960, XX,  64, NEQ, 0000, 0047, 0000, 0000,    0,    0,  38
WP, 17, 2013091718, 03, HWRF, 000, 176N, 1303E,  49,  985, XX,  34, NEQ, 0181, 0143, 0158, 0149,    0,    0,  42
WP, 17, 2013091718, 03, HWRF, 006, 179N, 1298E,  52,  984, XX,  34, NEQ, 0189, 0182, 0188, 0172,    0,    0, 108
WP, 17, 2013091718, 03, HWRF, 006, 179N, 1298E,  52,  984, XX,  50, NEQ, 0000, 0109, 0000, 0000,    0,    0, 108
WP, 17, 2013091718, 03, HWRF, 012, 177N, 1294E,  61,  980, XX,  34, NEQ, 0212, 0174, 0184, 0206,    0,    0,  79
WP, 17, 2013091718, 03, HWRF, 012, 177N, 1294E,  61,  980, XX,  50, NEQ, 0142, 0000, 0000, 0132,    0,    0,  79
WP, 17, 2013091718, 03, HWRF, 018, 178N, 1288E,  61,  974, XX,  34, NEQ, 0249, 0197, 0205, 0235,    0,    0,  39
WP, 17, 2013091718, 03, HWRF, 018, 178N, 1288E,  61,  974, XX,  50, NEQ, 0138, 0066, 0100, 0134,    0,    0,  39
WP, 17, 2013091718, 03, HWRF, 024, 177N, 1279E,  67,  968, XX,  34, NEQ, 0271, 0207, 0184, 0241,    0,    0,  44
WP, 17, 2013091718, 03, HWRF, 024, 177N, 1279E,  67,  968, XX,  50, NEQ, 0151, 0087, 0120, 0147,    0,    0,  44
WP, 17, 2013091718, 03, HWRF, 024, 177N, 1279E,  67,  968, XX,  64, NEQ, 0000, 0043, 0069, 0000,    0,    0,  44
WP, 17, 2013091718, 03, HWRF, 030, 180N, 1272E,  80,  965, XX,  34, NEQ, 0278, 0235, 0234, 0243,    0,    0,  62
WP, 17, 2013091718, 03, HWRF, 030, 180N, 1272E,  80,  965, XX,  50, NEQ, 0106, 0111, 0128, 0138,    0,    0,  62
WP, 17, 2013091718, 03, HWRF, 030, 180N, 1272E,  80,  965, XX,  64, NEQ, 0076, 0067, 0086, 0077,    0,    0,  62
WP, 17, 2013091718, 03, HWRF, 036, 183N, 1264E,  88,  957, XX,  34, NEQ, 0298, 0260, 0247, 0261,    0,    0,  70
WP, 17, 2013091718, 03, HWRF, 036, 183N, 1264E,  88,  957, XX,  50, NEQ, 0095, 0132, 0137, 0127,    0,    0,  70
WP, 17, 2013091718, 03, HWRF, 036, 183N, 1264E,  88,  957, XX,  64, NEQ, 0083, 0106, 0108, 0090,    0,    0,  70
WP, 17, 2013091718, 03, HWRF, 042, 186N, 1258E,  77,  957, XX,  34, NEQ, 0298, 0276, 0264, 0276,    0,    0,  54
WP, 17, 2013091718, 03, HWRF, 042, 186N, 1258E,  77,  957, XX,  50, NEQ, 0125, 0121, 0123, 0109,    0,    0,  54
WP, 17, 2013091718, 03, HWRF, 042, 186N, 1258E,  77,  957, XX,  64, NEQ, 0090, 0087, 0088, 0082,    0,    0,  54
WP, 17, 2013091718, 03, HWRF, 048, 193N, 1252E,  88,  953, XX,  34, NEQ, 0233, 0346, 0297, 0274,    0,    0,  59
WP, 17, 2013091718, 03, HWRF, 048, 193N, 1252E,  88,  953, XX,  50, NEQ, 0122, 0127, 0138, 0121,    0,    0,  59
WP, 17, 2013091718, 03, HWRF, 048, 193N, 1252E,  88,  953, XX,  64, NEQ, 0084, 0081, 0078, 0083,    0,    0,  59
WP, 17, 2013091718, 03, HWRF, 054, 197N, 1245E,  93,  950, XX,  34, NEQ, 0231, 0297, 0293, 0266,    0,    0,  56
WP, 17, 2013091718, 03, HWRF, 054, 197N, 1245E,  93,  950, XX,  50, NEQ, 0115, 0123, 0138, 0114,    0,    0,  56
WP, 17, 2013091718, 03, HWRF, 054, 197N, 1245E,  93,  950, XX,  64, NEQ, 0082, 0091, 0088, 0078,    0,    0,  56
WP, 17, 2013091718, 03, HWRF, 060, 204N, 1238E,  93,  946, XX,  34, NEQ, 0190, 0350, 0351, 0349,    0,    0,  48
WP, 17, 2013091718, 03, HWRF, 060, 204N, 1238E,  93,  946, XX,  50, NEQ, 0116, 0122, 0137, 0111,    0,    0,  48
WP, 17, 2013091718, 03, HWRF, 060, 204N, 1238E,  93,  946, XX,  64, NEQ, 0087, 0093, 0102, 0084,    0,    0,  48
WP, 17, 2013091718, 03, HWRF, 066, 210N, 1233E,  92,  945, XX,  34, NEQ, 0175, 0329, 0345, 0318,    0,    0,  30
WP, 17, 2013091718, 03, HWRF, 066, 210N, 1233E,  92,  945, XX,  50, NEQ, 0106, 0126, 0130, 0115,    0,    0,  30
WP, 17, 2013091718, 03, HWRF, 066, 210N, 1233E,  92,  945, XX,  64, NEQ, 0084, 0097, 0102, 0089,    0,    0,  30
WP, 17, 2013091718, 03, HWRF, 072, 214N, 1226E,  99,  944, XX,  34, NEQ, 0159, 0350, 0349, 0292,    0,    0,  51
WP, 17, 2013091718, 03, HWRF, 072, 214N, 1226E,  99,  944, XX,  50, NEQ, 0104, 0112, 0111, 0128,    0,    0,  51
WP, 17, 2013091718, 03, HWRF, 072, 214N, 1226E,  99,  944, XX,  64, NEQ, 0078, 0089, 0082, 0080,    0,    0,  51
WP, 17, 2013091718, 03, HWRF, 078, 220N, 1218E,  93,  950, XX,  34, NEQ, 0184, 0193, 0298, 0269,    0,    0,  45
WP, 17, 2013091718, 03, HWRF, 078, 220N, 1218E,  93,  950, XX,  50, NEQ, 0120, 0096, 0090, 0167,    0,    0,  45
WP, 17, 2013091718, 03, HWRF, 078, 220N, 1218E,  93,  950, XX,  64, NEQ, 0065, 0072, 0064, 0078,    0,    0,  45
WP, 17, 2013091718, 03, HWRF, 084, 222N, 1209E,  75,  955, XX,  34, NEQ, 0219, 0215, 0213, 0248,    0,    0,  57
WP, 17, 2013091718, 03, HWRF, 084, 222N, 1209E,  75,  955, XX,  50, NEQ, 0128, 0092, 0121, 0154,    0,    0,  57
WP, 17, 2013091718, 03, HWRF, 084, 222N, 1209E,  75,  955, XX,  64, NEQ, 0046, 0070, 0074, 0103,    0,    0,  57
WP, 17, 2013091718, 03, HWRF, 090, 225N, 1203E,  77,  963, XX,  34, NEQ, 0213, 0232, 0181, 0218,    0,    0,  54
WP, 17, 2013091718, 03, HWRF, 090, 225N, 1203E,  77,  963, XX,  50, NEQ, 0146, 0106, 0107, 0143,    0,    0,  54
WP, 17, 2013091718, 03, HWRF, 090, 225N, 1203E,  77,  963, XX,  64, NEQ, 0117, 0041, 0070, 0094,    0,    0,  54
WP, 17, 2013091718, 03, HWRF, 096, 228N, 1198E,  75,  962, XX,  34, NEQ, 0204, 0191, 0171, 0208,    0,    0,  59
WP, 17, 2013091718, 03, HWRF, 096, 228N, 1198E,  75,  962, XX,  50, NEQ, 0148, 0091, 0100, 0148,    0,    0,  59
WP, 17, 2013091718, 03, HWRF, 096, 228N, 1198E,  75,  962, XX,  64, NEQ, 0083, 0073, 0000, 0106,    0,    0,  59
WP, 17, 2013091718, 03, HWRF, 102, 231N, 1194E,  70,  965, XX,  34, NEQ, 0198, 0169, 0154, 0161,    0,    0,  45
WP, 17, 2013091718, 03, HWRF, 102, 231N, 1194E,  70,  965, XX,  50, NEQ, 0142, 0081, 0105, 0131,    0,    0,  45
WP, 17, 2013091718, 03, HWRF, 102, 231N, 1194E,  70,  965, XX,  64, NEQ, 0000, 0048, 0060, 0062,    0,    0,  45
WP, 17, 2013091718, 03, HWRF, 108, 234N, 1190E,  70,  965, XX,  34, NEQ, 0199, 0152, 0150, 0132,    0,    0,  41
WP, 17, 2013091718, 03, HWRF, 108, 234N, 1190E,  70,  965, XX,  50, NEQ, 0076, 0077, 0092, 0083,    0,    0,  41
WP, 17, 2013091718, 03, HWRF, 108, 234N, 1190E,  70,  965, XX,  64, NEQ, 0000, 0042, 0053, 0000,    0,    0,  41
WP, 17, 2013091718, 03, HWRF, 114, 237N, 1186E,  62,  968, XX,  34, NEQ, 0210, 0133, 0145, 0120,    0,    0,  38
WP, 17, 2013091718, 03, HWRF, 114, 237N, 1186E,  62,  968, XX,  50, NEQ, 0076, 0072, 0084, 0054,    0,    0,  38
WP, 17, 2013091718, 03, HWRF, 120, 238N, 1177E,  54,  968, XX,  34, NEQ, 0140, 0135, 0124, 0063,    0,    0,  37
WP, 17, 2013091718, 03, HWRF, 120, 238N, 1177E,  54,  968, XX,  50, NEQ, 0000, 0049, 0053, 0000,    0,    0,  37
WP, 17, 2013091718, 03, HWRF, 126, 239N, 1169E,  45,  973, XX,  34, NEQ, 0105, 0102, 0130, 0000,    0,    0,  31
WP, 17, 2013091800, 03, HWRF, 000, 173N, 1303E,  49,  983, XX,  34, NEQ, 0184, 0184, 0193, 0180,    0,    0, 108
WP, 17, 2013091800, 03, HWRF, 006, 175N, 1300E,  69,  979, XX,  34, NEQ, 0192, 0211, 0204, 0170,    0,    0,  63
WP, 17, 2013091800, 03, HWRF, 006, 175N, 1300E,  69,  979, XX,  50, NEQ, 0130, 0070, 0000, 0098,    0,    0,  63
WP, 17, 2013091800, 03, HWRF, 006, 175N, 1300E,  69,  979, XX,  64, NEQ, 0000, 0000, 0000, 0072,    0,    0,  63
WP, 17, 2013091800, 03, HWRF, 012, 175N, 1292E,  62,  975, XX,  34, NEQ, 0243, 0192, 0198, 0240,    0,    0,  66
WP, 17, 2013091800, 03, HWRF, 012, 175N, 1292E,  62,  975, XX,  50, NEQ, 0146, 0054, 0089, 0133,    0,    0,  66
WP, 17, 2013091800, 03, HWRF, 018, 175N, 1284E,  75,  966, XX,  34, NEQ, 0264, 0205, 0209, 0252,    0,    0,  57
WP, 17, 2013091800, 03, HWRF, 018, 175N, 1284E,  75,  966, XX,  50, NEQ, 0149, 0097, 0114, 0131,    0,    0,  57
WP, 17, 2013091800, 03, HWRF, 018, 175N, 1284E,  75,  966, XX,  64, NEQ, 0088, 0060, 0088, 0112,    0,    0,  57
WP, 17, 2013091800, 03, HWRF, 024, 177N, 1275E,  86,  964, XX,  34, NEQ, 0260, 0261, 0266, 0241,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 024, 177N, 1275E,  86,  964, XX,  50, NEQ, 0131, 0120, 0128, 0143,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 024, 177N, 1275E,  86,  964, XX,  64, NEQ, 0071, 0090, 0109, 0061,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 030, 180N, 1265E,  90,  959, XX,  34, NEQ, 0271, 0277, 0258, 0252,    0,    0,  72
WP, 17, 2013091800, 03, HWRF, 030, 180N, 1265E,  90,  959, XX,  50, NEQ, 0104, 0142, 0136, 0129,    0,    0,  72
WP, 17, 2013091800, 03, HWRF, 030, 180N, 1265E,  90,  959, XX,  64, NEQ, 0085, 0107, 0114, 0085,    0,    0,  72
WP, 17, 2013091800, 03, HWRF, 036, 183N, 1257E,  84,  959, XX,  34, NEQ, 0262, 0280, 0243, 0253,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 036, 183N, 1257E,  84,  959, XX,  50, NEQ, 0109, 0126, 0146, 0139,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 036, 183N, 1257E,  84,  959, XX,  64, NEQ, 0096, 0096, 0099, 0089,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 042, 187N, 1248E,  78,  959, XX,  34, NEQ, 0258, 0311, 0264, 0309,    0,    0,  46
WP, 17, 2013091800, 03, HWRF, 042, 187N, 1248E,  78,  959, XX,  50, NEQ, 0143, 0120, 0153, 0124,    0,    0,  46
WP, 17, 2013091800, 03, HWRF, 042, 187N, 1248E,  78,  959, XX,  64, NEQ, 0114, 0088, 0062, 0083,    0,    0,  46
WP, 17, 2013091800, 03, HWRF, 048, 192N, 1240E,  84,  957, XX,  34, NEQ, 0216, 0272, 0262, 0266,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 048, 192N, 1240E,  84,  957, XX,  50, NEQ, 0125, 0112, 0144, 0135,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 048, 192N, 1240E,  84,  957, XX,  64, NEQ, 0091, 0077, 0091, 0088,    0,    0,  62
WP, 17, 2013091800, 03, HWRF, 054, 196N, 1233E,  92,  953, XX,  34, NEQ, 0200, 0302, 0310, 0328,    0,    0,  56
WP, 17, 2013091800, 03, HWRF, 054, 196N, 1233E,  92,  953, XX,  50, NEQ, 0113, 0106, 0131, 0121,    0,    0,  56
WP, 17, 2013091800, 03, HWRF, 054, 196N, 1233E,  92,  953, XX,  64, NEQ, 0084, 0078, 0108, 0084,    0,    0,  56
WP, 17, 2013091800, 03, HWRF, 060, 200N, 1225E,  93,  952, XX,  34, NEQ, 0178, 0310, 0248, 0330,    0,    0,  52
WP, 17, 2013091800, 03, HWRF, 060, 200N, 1225E,  93,  952, XX,  50, NEQ, 0109, 0094, 0114, 0108,    0,    0,  52
WP, 17, 2013091800, 03, HWRF, 060, 200N, 1225E,  93,  952, XX,  64, NEQ, 0087, 0082, 0093, 0086,    0,    0,  52
WP, 17, 2013091800, 03, HWRF, 066, 204N, 1218E,  97,  951, XX,  34, NEQ, 0159, 0339, 0237, 0308,    0,    0,  60
WP, 17, 2013091800, 03, HWRF, 066, 204N, 1218E,  97,  951, XX,  50, NEQ, 0102, 0133, 0110, 0118,    0,    0,  60
WP, 17, 2013091800, 03, HWRF, 066, 204N, 1218E,  97,  951, XX,  64, NEQ, 0081, 0078, 0081, 0077,    0,    0,  60
WP, 17, 2013091800, 03, HWRF, 072, 207N, 1212E,  93,  951, XX,  34, NEQ, 0209, 0269, 0249, 0277,    0,    0,  43
WP, 17, 2013091800, 03, HWRF, 072, 207N, 1212E,  93,  951, XX,  50, NEQ, 0104, 0098, 0107, 0112,    0,    0,  43
WP, 17, 2013091800, 03, HWRF, 072, 207N, 1212E,  93,  951, XX,  64, NEQ, 0070, 0082, 0078, 0086,    0,    0,  43
WP, 17, 2013091800, 03, HWRF, 078, 211N, 1206E,  89,  951, XX,  34, NEQ, 0235, 0187, 0185, 0255,    0,    0,  40
WP, 17, 2013091800, 03, HWRF, 078, 211N, 1206E,  89,  951, XX,  50, NEQ, 0139, 0084, 0090, 0082,    0,    0,  40
WP, 17, 2013091800, 03, HWRF, 078, 211N, 1206E,  89,  951, XX,  64, NEQ, 0066, 0065, 0076, 0064,    0,    0,  40
WP, 17, 2013091800, 03, HWRF, 084, 213N, 1201E,  81,  957, XX,  34, NEQ, 0242, 0169, 0174, 0266,    0,    0,  52
WP, 17, 2013091800, 03, HWRF, 084, 213N, 1201E,  81,  957, XX,  50, NEQ, 0108, 0075, 0083, 0095,    0,    0,  52
WP, 17, 2013091800, 03, HWRF, 084, 213N, 1201E,  81,  957, XX,  64, NEQ, 0064, 0053, 0067, 0065,    0,    0,  52
WP, 17, 2013091800, 03, HWRF, 090, 213N, 1195E,  75,  959, XX,  34, NEQ, 0244, 0183, 0160, 0236,    0,    0,  48
WP, 17, 2013091800, 03, HWRF, 090, 213N, 1195E,  75,  959, XX,  50, NEQ, 0133, 0085, 0090, 0100,    0,    0,  48
WP, 17, 2013091800, 03, HWRF, 090, 213N, 1195E,  75,  959, XX,  64, NEQ, 0046, 0058, 0048, 0072,    0,    0,  48
WP, 17, 2013091800, 03, HWRF, 096, 214N, 1191E,  82,  961, XX,  34, NEQ, 0239, 0195, 0145, 0219,    0,    0,  35
WP, 17, 2013091800, 03, HWRF, 096, 214N, 1191E,  82,  961, XX,  50, NEQ, 0061, 0083, 0087, 0083,    0,    0,  35
WP, 17, 2013091800, 03, HWRF, 096, 214N, 1191E,  82,  961, XX,  64, NEQ, 0030, 0062, 0067, 0055,    0,    0,  35
WP, 17, 2013091800, 03, HWRF, 102, 216N, 1189E,  80,  961, XX,  34, NEQ, 0238, 0200, 0153, 0192,    0,    0,  31
WP, 17, 2013091800, 03, HWRF, 102, 216N, 1189E,  80,  961, XX,  50, NEQ, 0071, 0071, 0083, 0072,    0,    0,  31
WP, 17, 2013091800, 03, HWRF, 102, 216N, 1189E,  80,  961, XX,  64, NEQ, 0000, 0054, 0057, 0048,    0,    0,  31
WP, 17, 2013091800, 03, HWRF, 108, 216N, 1186E,  75,  965, XX,  34, NEQ, 0241, 0134, 0150, 0166,    0,    0,  33
WP, 17, 2013091800, 03, HWRF, 108, 216N, 1186E,  75,  965, XX,  50, NEQ, 0064, 0067, 0098, 0097,    0,    0,  33
WP, 17, 2013091800, 03, HWRF, 108, 216N, 1186E,  75,  965, XX,  64, NEQ, 0000, 0045, 0051, 0000,    0,    0,  33
WP, 17, 2013091800, 03, HWRF, 114, 218N, 1182E,  74,  964, XX,  34, NEQ, 0130, 0134, 0140, 0153,    0,    0,  35
WP, 17, 2013091800, 03, HWRF, 114, 218N, 1182E,  74,  964, XX,  50, NEQ, 0067, 0062, 0074, 0061,    0,    0,  35
WP, 17, 2013091800, 03, HWRF, 114, 218N, 1182E,  74,  964, XX,  64, NEQ, 0000, 0043, 0041, 0000,    0,    0,  35
WP, 17, 2013091800, 03, HWRF, 120, 220N, 1176E,  70,  966, XX,  34, NEQ, 0117, 0141, 0160, 0143,    0,    0,  30
WP, 17, 2013091800, 03, HWRF, 120, 220N, 1176E,  70,  966, XX,  50, NEQ, 0070, 0060, 0065, 0071,    0,    0,  30
WP, 17, 2013091800, 03, HWRF, 120, 220N, 1176E,  70,  966, XX,  64, NEQ, 0000, 0036, 0038, 0000,    0,    0,  30
WP, 17, 2013091800, 03, HWRF, 126, 221N, 1169E,  70,  964, XX,  34, NEQ, 0109, 0100, 0125, 0117,    0,    0,  26
WP, 17, 2013091800, 03, HWRF, 126, 221N, 1169E,  70,  964, XX,  50, NEQ, 0057, 0060, 0059, 0055,    0,    0,  26
WP, 17, 2013091800, 03, HWRF, 126, 221N, 1169E,  70,  964, XX,  64, NEQ, 0000, 0038, 0038, 0031,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 000, 174N, 1300E,  53,  981, XX,  34, NEQ, 0153, 0156, 0167, 0137,    0,    0,  61
WP, 17, 2013091806, 03, HWRF, 000, 174N, 1300E,  53,  981, XX,  50, NEQ, 0000, 0000, 0000, 0071,    0,    0,  61
WP, 17, 2013091806, 03, HWRF, 006, 173N, 1293E,  60,  977, XX,  34, NEQ, 0228, 0170, 0128, 0226,    0,    0,  57
WP, 17, 2013091806, 03, HWRF, 006, 173N, 1293E,  60,  977, XX,  50, NEQ, 0139, 0073, 0077, 0108,    0,    0,  57
WP, 17, 2013091806, 03, HWRF, 012, 173N, 1284E,  73,  970, XX,  34, NEQ, 0239, 0189, 0184, 0218,    0,    0,  47
WP, 17, 2013091806, 03, HWRF, 012, 173N, 1284E,  73,  970, XX,  50, NEQ, 0134, 0086, 0095, 0115,    0,    0,  47
WP, 17, 2013091806, 03, HWRF, 012, 173N, 1284E,  73,  970, XX,  64, NEQ, 0051, 0059, 0057, 0079,    0,    0,  47
WP, 17, 2013091806, 03, HWRF, 018, 174N, 1277E,  69,  966, XX,  34, NEQ, 0262, 0224, 0228, 0241,    0,    0,  64
WP, 17, 2013091806, 03, HWRF, 018, 174N, 1277E,  69,  966, XX,  50, NEQ, 0128, 0081, 0100, 0136,    0,    0,  64
WP, 17, 2013091806, 03, HWRF, 018, 174N, 1277E,  69,  966, XX,  64, NEQ, 0072, 0062, 0073, 0000,    0,    0,  64
WP, 17, 2013091806, 03, HWRF, 024, 177N, 1269E,  85,  960, XX,  34, NEQ, 0271, 0245, 0238, 0255,    0,    0,  52
WP, 17, 2013091806, 03, HWRF, 024, 177N, 1269E,  85,  960, XX,  50, NEQ, 0091, 0112, 0124, 0129,    0,    0,  52
WP, 17, 2013091806, 03, HWRF, 024, 177N, 1269E,  85,  960, XX,  64, NEQ, 0058, 0082, 0085, 0074,    0,    0,  52
WP, 17, 2013091806, 03, HWRF, 030, 182N, 1262E,  78,  960, XX,  34, NEQ, 0259, 0216, 0206, 0246,    0,    0,  34
WP, 17, 2013091806, 03, HWRF, 030, 182N, 1262E,  78,  960, XX,  50, NEQ, 0110, 0116, 0125, 0132,    0,    0,  34
WP, 17, 2013091806, 03, HWRF, 030, 182N, 1262E,  78,  960, XX,  64, NEQ, 0085, 0087, 0087, 0074,    0,    0,  34
WP, 17, 2013091806, 03, HWRF, 036, 187N, 1253E,  88,  955, XX,  34, NEQ, 0242, 0279, 0257, 0230,    0,    0,  50
WP, 17, 2013091806, 03, HWRF, 036, 187N, 1253E,  88,  955, XX,  50, NEQ, 0115, 0112, 0127, 0108,    0,    0,  50
WP, 17, 2013091806, 03, HWRF, 036, 187N, 1253E,  88,  955, XX,  64, NEQ, 0069, 0082, 0085, 0079,    0,    0,  50
WP, 17, 2013091806, 03, HWRF, 042, 191N, 1245E,  91,  952, XX,  34, NEQ, 0207, 0276, 0251, 0274,    0,    0,  57
WP, 17, 2013091806, 03, HWRF, 042, 191N, 1245E,  91,  952, XX,  50, NEQ, 0111, 0108, 0110, 0102,    0,    0,  57
WP, 17, 2013091806, 03, HWRF, 042, 191N, 1245E,  91,  952, XX,  64, NEQ, 0081, 0084, 0071, 0081,    0,    0,  57
WP, 17, 2013091806, 03, HWRF, 048, 194N, 1236E, 102,  942, XX,  34, NEQ, 0169, 0339, 0291, 0350,    0,    0,  44
WP, 17, 2013091806, 03, HWRF, 048, 194N, 1236E, 102,  942, XX,  50, NEQ, 0111, 0100, 0138, 0115,    0,    0,  44
WP, 17, 2013091806, 03, HWRF, 048, 194N, 1236E, 102,  942, XX,  64, NEQ, 0075, 0076, 0084, 0075,    0,    0,  44
WP, 17, 2013091806, 03, HWRF, 054, 197N, 1230E, 110,  941, XX,  34, NEQ, 0153, 0351, 0307, 0342,    0,    0,  41
WP, 17, 2013091806, 03, HWRF, 054, 197N, 1230E, 110,  941, XX,  50, NEQ, 0096, 0103, 0137, 0108,    0,    0,  41
WP, 17, 2013091806, 03, HWRF, 054, 197N, 1230E, 110,  941, XX,  64, NEQ, 0071, 0080, 0099, 0071,    0,    0,  41
WP, 17, 2013091806, 03, HWRF, 060, 199N, 1222E, 101,  940, XX,  34, NEQ, 0151, 0350, 0245, 0340,    0,    0,  43
WP, 17, 2013091806, 03, HWRF, 060, 199N, 1222E, 101,  940, XX,  50, NEQ, 0101, 0100, 0147, 0105,    0,    0,  43
WP, 17, 2013091806, 03, HWRF, 060, 199N, 1222E, 101,  940, XX,  64, NEQ, 0075, 0078, 0087, 0079,    0,    0,  43
WP, 17, 2013091806, 03, HWRF, 066, 201N, 1216E, 106,  941, XX,  34, NEQ, 0143, 0256, 0221, 0317,    0,    0,  38
WP, 17, 2013091806, 03, HWRF, 066, 201N, 1216E, 106,  941, XX,  50, NEQ, 0091, 0093, 0096, 0099,    0,    0,  38
WP, 17, 2013091806, 03, HWRF, 066, 201N, 1216E, 106,  941, XX,  64, NEQ, 0066, 0077, 0078, 0080,    0,    0,  38
WP, 17, 2013091806, 03, HWRF, 072, 202N, 1209E, 100,  941, XX,  34, NEQ, 0250, 0216, 0218, 0305,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 072, 202N, 1209E, 100,  941, XX,  50, NEQ, 0104, 0082, 0082, 0128,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 072, 202N, 1209E, 100,  941, XX,  64, NEQ, 0060, 0063, 0070, 0071,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 078, 202N, 1204E,  98,  948, XX,  34, NEQ, 0293, 0204, 0165, 0305,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 078, 202N, 1204E,  98,  948, XX,  50, NEQ, 0148, 0077, 0081, 0090,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 078, 202N, 1204E,  98,  948, XX,  64, NEQ, 0057, 0062, 0065, 0048,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 084, 202N, 1197E,  88,  949, XX,  34, NEQ, 0280, 0206, 0162, 0290,    0,    0,  30
WP, 17, 2013091806, 03, HWRF, 084, 202N, 1197E,  88,  949, XX,  50, NEQ, 0088, 0098, 0100, 0086,    0,    0,  30
WP, 17, 2013091806, 03, HWRF, 084, 202N, 1197E,  88,  949, XX,  64, NEQ, 0052, 0054, 0063, 0068,    0,    0,  30
WP, 17, 2013091806, 03, HWRF, 090, 201N, 1195E,  81,  954, XX,  34, NEQ, 0302, 0220, 0134, 0293,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 090, 201N, 1195E,  81,  954, XX,  50, NEQ, 0067, 0085, 0083, 0082,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 090, 201N, 1195E,  81,  954, XX,  64, NEQ, 0049, 0069, 0067, 0066,    0,    0,  26
WP, 17, 2013091806, 03, HWRF, 096, 204N, 1192E,  75,  957, XX,  34, NEQ, 0274, 0211, 0143, 0140,    0,    0,  27
WP, 17, 2013091806, 03, HWRF, 096, 204N, 1192E,  75,  957, XX,  50, NEQ, 0076, 0076, 0085, 0080,    0,    0,  27
WP, 17, 2013091806, 03, HWRF, 096, 204N, 1192E,  75,  957, XX,  64, NEQ, 0053, 0043, 0059, 0061,    0,    0,  27
